id,ico,nazov,ulica,psc,obec_id,obec_nazov,obec_kod,okres,kraj,lat,lon,presnost_polohy,typ_prevadzky,typ_nazov,sektor,zdroj_id
636,37961284,"Materská škola, Nám. Gy. Széchényiho 3, Nové Zámky",,,24,Nové Zámky,SK0234503011,Nové Zámky,Nitriansky,47.98334,18.166661,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
637,37971832,"Špecializovaná nemocnica sv. Svorada Zobor, n.o.",,,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
638,37980513,Zariadenie pre seniorov a domov sociálnych služieb mesta Liptovský Mikuláš,,,30,Liptovský Mikuláš,SK0315510262,Liptovský Mikuláš,Žilinský,49.083333,19.616667,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
639,37986261,"Domov Barborka Unín, n.o.",,,320,Unín,SK0216504939,Skalica,Trnavský,48.725737,17.215748,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
640,37986775,"Štíbor - Mestské centrum sociálnych služieb n.o., Skalica",,,100,Skalica,SK0216504815,Skalica,Trnavský,48.770797,17.20201,okres,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
641,37986830,"Dom seniorov Brodské, n.o.",,,321,Brodské,SK0216504271,Skalica,Trnavský,48.770797,17.20201,okres,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
642,37990357,"Základná škola s materskou školou, Kornela Mahra 11, Trnava",,,28,Trnava,SK0217506745,Trnava,Trnavský,48.37729,17.586718,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
643,37990411,"Materská škola, Lúčky 14, Holíč",,,160,Holíč,SK0216504378,Skalica,Trnavský,48.8,17.166667,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
644,40340783,Miroslav Kubica MASO-UDENINY,,,257,Breza,SK0317509591,Námestovo,Žilinský,49.383333,19.4,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
645,40423298,Radoslav Zaťko Mäso - údeniny,,,322,Malá Čausa,SK0227514179,Prievidza,Trenčiansky,48.794864,18.700866,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
646,40573656,Mária Rebej MÄSO ÚDENINY,,,323,Kamenica nad Cirochou,SK0412520331,Humenné,Prešovský,48.933333,22.0,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
647,40641333,Anna Maríková - Závodná jedáleň Olšovská,,,324,Plavecké Podhradie,SK0106504629,Malacky,Bratislavský,48.481793,17.261951,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
648,40924092,Ladislav Balogh - Mäso-údeniny,,,325,Nový Tekov,SK0232502596,Levice,Nitriansky,48.244126,18.517993,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
649,41492978,Viera Švorcová Jedáleň u Švorcových,,,326,Báhoň,SK0107507806,Pezinok,Bratislavský,48.309067,17.445245,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
650,41674766,Marta Ďuricová JEDÁLEŇ R - M,,,209,Banská Bystrica,SK0321508438,Banská Bystrica,Banskobystrický,48.738539,19.156869,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
651,41754549,Milan Kavecký - Reštaurácia KLEOPATRA,,,327,Kamenná Poruba,SK031B517658,Vranov nad Topľou,Prešovský,48.84859,21.648767,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
652,41934831,Milan Husivarga - REMIX - Mäso údeniny,,,165,Hanušovce nad Topľou,SK041D544213,Vranov nad Topľou,Prešovský,49.033333,21.5,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
653,42011701,Súkromné gymnázium Banskobystrické,,,209,Banská Bystrica,SK0321508438,Banská Bystrica,Banskobystrický,48.738539,19.156869,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
654,42017769,Centrum sociálnych služieb v Novom Meste nad Váhom,,,5,Nové Mesto nad Váhom,SK0224506338,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
655,42026393,"Stredná odborná škola technická, Bratislavská 439/18, Dubnica nad Váhom",,,46,Dubnica nad Váhom,SK0222513016,Ilava,Trenčiansky,48.957172,18.167022,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
656,42029503,"Materská škola, Dubovica 48",,,328,Dubovica,SK0418524379,Sabinov,Prešovský,49.133333,20.966667,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
657,42035261,"Spojená škola Juraja Henischa, Slovenská 5, Bardejov",,,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
658,42052050,"Dom seniorov Machulince, n.o.",,,329,Machulince,SK0237500500,Zlaté Moravce,Nitriansky,48.41125,18.433242,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
659,42085438,"Materská škola, Antona Prídavka 1, Prešov",,,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
660,42085853,Domov sv. Dominika,,,330,Petrovany,SK0417525014,Prešov,Prešovský,48.91662,21.261603,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
661,42089824,"Spojená škola internátna, Levočská 24, Stará Ľubovňa",,,208,Stará Ľubovňa,SK041A526665,Stará Ľubovňa,Prešovský,49.297258,20.687317,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
662,42090598,"Spojená škola Jána Vojtaššáka internátna, Levoča",,,4,Levoča,SK0414543292,Levoča,Prešovský,49.025112,20.587999,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
663,42092434,"AEVITAS, n. o. - ZARIADENIE PRE SENIOROV",,,181,Snina,SK0419520802,Snina,Prešovský,48.990062,22.155625,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
664,42102201,"Materská škola, Richnava 260",,,331,Richnava,SK0421543501,Gelnica,Košický,48.927875,20.917469,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
665,42102553,"Súkromná spojená škola EDURAM, Krompachy",,,12,Krompachy,SK042A543268,Spišská Nová Ves,Košický,48.917127,20.873055,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
666,42109191,"Cirkevná spojená škola, Komenského 6, Spišské Vlachy",,,216,Spišské Vlachy,SK042A543594,Spišská Nová Ves,Košický,48.947914,20.797352,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
667,42114985,Súkromná stredná odborná škola polytechnická DSA,,,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
668,42118727,"„MÔJ DOMOV"", Zariadenie sociálnych služieb Topoľčany",,,26,Topoľčany,SK0236504998,Topoľčany,Nitriansky,48.559116,18.176052,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
669,42119383,"„JESEŇ ŽIVOTA"", Zariadenie sociálnych služieb Levice",,,103,Levice,SK0232502031,Levice,Nitriansky,48.216667,18.6,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
670,42119391,"„HARMÓNIA"", Zariadenie sociálnych služieb Horné Štitáre",,,332,Horné Štitáre,SK0236542954,Topoľčany,Nitriansky,48.526005,18.054942,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
671,42143900,Zariadenie pre seniorov-Domov dôchodcov Bojnice,,,176,Bojnice,SK0227513903,Prievidza,Trenčiansky,48.78,18.581862,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
672,42152411,Súkromné gymnázium FUTURUM,,,27,Trenčín,SK0229505820,Trenčín,Trenčiansky,48.892358,18.039372,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
673,42176182,"Spojená škola sv. Františka z Assisi, Karloveská 32, Bratislava",,,154,Bratislava - mestská časť Karlova Ves,SK0104529397,Bratislava IV,Bratislavský,48.160464,17.047532,mestska_cast,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
674,42187184,"Materská škola, 29. augusta 64, Hronec",,,333,Hronec,SK0323508667,Brezno,Banskobystrický,48.80232,19.575561,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
675,42193222,Centrum sociálnych služieb KA,,,32,Krupina,SK0325518557,Krupina,Banskobystrický,48.352728,19.069182,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
676,42213738,"Materská škola, Klokočov 976",,,334,Klokočov,SK0312509213,Čadca,Žilinský,49.446206,18.567083,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
677,42219973,"Jesienka, zariadenie pre seniorov a denný stacionár",,,335,Bytča,SK0311517461,Bytča,Žilinský,49.219738,18.562215,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
678,42224055,"Evanjelická spojená škola, M. R. Štefánika 19, Martin",,,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
679,42228409,"Materská škola, Čsl. letcov 2, Ľubotice",,,336,Ľubotice,SK0417518590,Prešov,Prešovský,49.011264,21.276481,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
680,42228760,"Súkromná školská jedáleň, Volgogradská 3, Prešov",,,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
681,42243378,"Spojená škola, J. A. Komenského 5, Rožňava",,,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
682,42251001,"Súkromná školská jedáleň, Užhorodská 39, Košice",,,128,Košice - mestská časť Juh,SK0425599824,Košice IV,Košický,48.706875,21.259905,mestska_cast,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
683,42258120,"Spojená škola de La Salle, Čachtická 14, Bratislava",,,151,Bratislava - mestská časť Rača,SK0103529354,Bratislava III,Bratislavský,48.211512,17.1534,mestska_cast,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
684,42278236,Spojená škola Nitrianske Pravno,,,117,Nitrianske Pravno,SK0227514225,Prievidza,Trenčiansky,48.866667,18.633333,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
685,42280885,"Súkromná spojená škola, M. Falešníka 6, Prievidza",,,31,Prievidza,SK0227513881,Prievidza,Trenčiansky,48.77104,18.623306,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
686,42292468,JESÉNIA SKALICA zariadenie pre seniorov,,,100,Skalica,SK0216504815,Skalica,Trnavský,48.770797,17.20201,okres,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
687,42293570,"Súkromná školská jedáleň, Mostová 53",,,130,Mostová,SK0212503924,Galanta,Trnavský,48.140162,17.678594,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
688,42302188,"Školská jedáleň, SNP 1026, Kalinovo",,,337,Kalinovo,SK0327511471,Poltár,Banskobystrický,48.392041,19.708538,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
689,42303117,"Materská škola, Nám. SNP 17, Detva",,,232,Detva,SK0324518263,Detva,Banskobystrický,48.544384,19.411609,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
690,42308763,"Materská škola, Malinovského 874, Krupina",,,32,Krupina,SK0325518557,Krupina,Banskobystrický,48.352728,19.069182,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
691,42319234,Premonštrátske gymnázium,,,106,Košice,SK0422598186,Košice I,Košický,48.717227,21.249677,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
692,42324157,"Materská škola, Ruskov 280",,,338,Ruskov,SK0426521957,Košice - okolie,Košický,48.682449,21.432723,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
693,42330238,"Školská jedáleň, Juhoslovanská 2, Košice",,,215,Košice - mestská časť Sídlisko Ťahanovce,SK0422599875,Košice I,Košický,48.756322,21.26885,mestska_cast,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
694,42337071,"Materská škola, Sľažany 321",,,339,Sľažany,SK0237500747,Zlaté Moravce,Nitriansky,48.397,18.329,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
695,42347670,SENIOR - Zariadenie pre seniorov a Dom sociálnych služieb Vrútky,,,290,Vrútky,SK0316557358,Martin,Žilinský,49.10886,18.92507,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
696,42372984,Zariadenie pre seniorov Nové Mesto nad Váhom,,,5,Nové Mesto nad Váhom,SK0224506338,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
697,42391385,Viacúčelové zariadenie pre seniorov Čadca,,,29,Čadca,SK0312509132,Čadca,Žilinský,49.440819,18.788221,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
698,42404631,Zariadenie pre seniorov Bohunka,,,340,Jaslovské Bohunice,SK0217507156,Trnava,Trnavský,48.469535,17.650378,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
699,42422132,Súkromná stredná odborná škola pedagogická EBG,,,35,Humenné,SK0412520004,Humenné,Prešovský,48.934603,21.90314,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
700,42433819,Zariadenie pre seniorov KARITA obce Partizánska Ľupča,,,341,Partizánska Ľupča,SK0315510904,Liptovský Mikuláš,Žilinský,49.066667,19.45,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
701,42447470,"Materská škola, Koniarkova 9, Bratislava",,,342,Bratislava - mestská časť Vajnory,SK0103529362,Bratislava III,Bratislavský,48.204418,17.206666,mestska_cast,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
702,43294341,Milan Duda - PIZZÉRIA A REŠTAURÁCIA PEPEK,,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
703,43775578,Mestské lesy Krompachy s.r.o.,Maurerova ulica 945/29,05342,12,Krompachy,SK042A543268,Spišská Nová Ves,Košický,48.917127,20.873055,obec,mestske_lesy,Mestské lesy,"Drevo, lesníctvo a ostatné",1
704,43790011,"Vínna reštaurácia, spol. s r. o.",,,17,Modra,SK0107508101,Pezinok,Bratislavský,48.336443,17.308037,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
705,43790909,"Skládka komunálneho odpadu Bojná, s.r.o.",Obecný úrad 201,95601,343,Bojná,SK0236542717,Topoľčany,Nitriansky,48.583333,18.066667,obec,odpadove_hospodarstvo,Odpadové hospodárstvo,Komunálny a gastro bioodpad,1
706,43847064,Výrobno odbytové družstvo olejnín Šariš,Masarykova 10,08001,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,olejnin,Spracovanie olejnín,Potravinárstvo a nápoje,1
707,43852149,"Cech výrobcov ovčieho syra v Turci, družstvo",Turčianske Kľačany 271,03861,290,Vrútky,SK0316557358,Martin,Žilinský,49.10886,18.92507,obec,syraren,Syráreň a bryndziareň,Potravinárstvo a nápoje,1
708,43863035,"SAJ pekáreň, s. r. o.",Priemyselná štvrť 3,08301,262,Sabinov,SK0418525146,Sabinov,Prešovský,49.102044,21.100545,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
709,43871763,Tradičná Pekáreň s. r. o.,,91333,344,Horná Súča,SK0229506010,Trenčín,Trenčiansky,48.966667,17.983333,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
710,43903959,Obecné služby Tvrdošovce s.r.o.,Novozámocká cesta 56,94110,43,Tvrdošovce,SK0234503614,Nové Zámky,Nitriansky,48.095688,18.061308,obec,odpadove_hospodarstvo,Odpadové hospodárstvo,Komunálny a gastro bioodpad,1
711,43910351,Bardejovská pekáreň s.r.o.,Kpt. Nálepku 64,08501,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
712,43956513,"Nemocnica Banská Štiavnica, a.s.",,,8,Banská Štiavnica,SK0322516643,Banská Štiavnica,Banskobystrický,48.458093,18.89828,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
713,43965024,"Syrmix Zázrivá, s.r.o.",Dolina 164,02705,345,Zázrivá,SK0313510211,Dolný Kubín,Žilinský,49.274927,19.154525,obec,syraren,Syráreň a bryndziareň,Potravinárstvo a nápoje,1
714,43999174,"Hotel Château Belá, s.r.o.",,,346,Belá,SK0234503061,Žilina,Žilinský,49.236895,18.943661,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
715,44035748,MÄSO-ÚDENINY FUJKA s.r.o.,,,209,Banská Bystrica,SK0321508438,Banská Bystrica,Banskobystrický,48.738539,19.156869,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
716,44037040,Odbytové družstvo západ,NA 434,95844,347,Klátova Nová Ves,SK0225543047,Partizánske,Trenčiansky,48.566667,18.3,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
717,44054998,"Odbytové družstvo mlieka Levice, družstvo",Dopravná 14,93401,103,Levice,SK0232502031,Levice,Nitriansky,48.216667,18.6,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
718,44059159,Mlieko Považie OOV - družstvo,NA 1,02052,348,Mestečko,SK0228513377,Púchov,Trenčiansky,49.166667,18.25,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
719,44083742,"MÄSO - LAHÔDKY ELENA, s. r. o.",Dolná štvrť 509/22,90701,99,Myjava,SK0223504581,Myjava,Trenčiansky,48.754035,17.565022,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
720,44088752,"Pekáreň Bzovík, s.r.o.",Majerský rad 3084/80,96301,32,Krupina,SK0325518557,Krupina,Banskobystrický,48.352728,19.069182,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
721,44119577,Pekáreň Pe&Pe s. r. o.,Centrum I 39/93,01841,46,Dubnica nad Váhom,SK0222513016,Ilava,Trenčiansky,48.957172,18.167022,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
722,44155557,"Pekáreň KLÁSOK, s.r.o.",,98512,349,Budiná,SK0326511277,Lučenec,Banskobystrický,48.456112,19.476724,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
723,44159897,"Mangalica farma, s.r.o.",Pavlov Dvor 9,94703,79,Hurbanovo,SK0231501140,Komárno,Nitriansky,47.869084,18.189095,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
724,44192185,Pekáreň Vidlička a syn s.r.o.,Krné 51,96212,232,Detva,SK0324518263,Detva,Banskobystrický,48.544384,19.411609,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
725,44199279,Pekáreň - ORTEK s.r.o.,Lidická 1621/35,05951,350,Poprad - Matejovce,,Poprad,Prešovský,49.054152,20.29764,obec_zaklad,pekaren,Pekáreň,Potravinárstvo a nápoje,1
726,44304412,"Pekáreň Bokša, s. r. o.",Bokšanská 1336/1,09101,351,Stropkov - Bokša,,Stropkov,Prešovský,49.202387,21.651153,obec_zaklad,pekaren,Pekáreň,Potravinárstvo a nápoje,1
727,44330936,TODO - Trnavské odbytové družstvo olejnín s. r. o.,Bulharská 42/2476,91701,28,Trnava,SK0217506745,Trnava,Trnavský,48.37729,17.586718,obec,olejnin,Spracovanie olejnín,Potravinárstvo a nápoje,1
728,44365306,"EKO AGROFARMA, s.r.o.",NA 100,95601,352,Veľké Dvorany,SK0236505676,Topoľčany,Nitriansky,48.554552,18.073245,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
